Date,Workout,Exercise,Set,Reps,Weight (lbs),Raw,Exercise_Normalized,Exercise_Canonical
2024-11-21,Legs 2,Single Leg Extension,1,10,30,,Single Leg Extension,
2024-11-21,Legs 2,Single Leg Extension,2,10,50,,Single Leg Extension,
2024-11-21,Legs 2,Single Leg Extension,3,11,60,,Single Leg Extension,
2024-11-21,Legs 2,Single Leg RDL,1,10,40,,Single Leg Romanian Deadlift,
2024-11-21,Legs 2,Single Leg RDL,2,11,55,,Single Leg Romanian Deadlift,
2024-11-21,Legs 2,Smith machine squat,1,8,95,,Smith Machine Squat,
2024-11-21,Legs 2,Smith machine squat,2,8,105,,Smith Machine Squat,
2024-11-21,Legs 2,Smith machine squat,3,9,125,,Smith Machine Squat,
2024-11-22,Push,Cable crunch,1,15,65,,Cable Crunch,
2024-11-22,Push,Cable crunch,2,15,75,,Cable Crunch,
2024-11-22,Push,Cable crunch,3,15,75,,Cable Crunch,
2024-11-22,Push,Egyptian Lateral Raise,1,10,10,,Egyptian Lateral Raise,
2024-11-22,Push,Egyptian Lateral Raise,2,10,10,,Egyptian Lateral Raise,
2024-11-22,Push,Egyptian Lateral Raise,3,10,15,,Egyptian Lateral Raise,
2024-11-22,Push,Machine chest fly,1,12,30,,Machine Chest Fly,
2024-11-22,Push,Machine chest fly,2,12,40,,Machine Chest Fly,
2024-11-22,Push,Machine chest fly,3,12,40,,Machine Chest Fly,
2024-11-22,Push,Machine Chest Press,1,12,90,,Machine Chest Press,
2024-11-22,Push,Machine Chest Press,2,12,110,,Machine Chest Press,
2024-11-22,Push,Machine incline chest-press,1,8,90,,Machine Incline Chest-press,
2024-11-22,Push,Machine incline chest-press,2,8,100,,Machine Incline Chest-press,
2024-11-22,Push,Machine incline chest-press,3,8,125,,Machine Incline Chest-press,
2024-11-22,Push,Tricep overhead rope extension,1,10,30,,Tricep Overhead Rope Extension,
2024-11-22,Push,Tricep overhead rope extension,2,10,40,,Tricep Overhead Rope Extension,
2024-11-22,Push,Tricep overhead rope extension,3,10,50,,Tricep Overhead Rope Extension,
2024-11-22,Push,Upper body warmup,1,10,10,,Upper Body Warmup,
2024-11-23,Shoulders/Arms,Bayesian Biceps cable curl,1,10,20,,Bayesian Biceps Cable Curl,
2024-11-23,Shoulders/Arms,Bayesian Biceps cable curl,2,11,25,,Bayesian Biceps Cable Curl,
2024-11-23,Shoulders/Arms,Bayesian Biceps cable curl,3,11,25,,Bayesian Biceps Cable Curl,
2024-11-23,Shoulders/Arms,Cable crunch,1,15,65,,Cable Crunch,
2024-11-23,Shoulders/Arms,Cable crunch,2,15,75,,Cable Crunch,
2024-11-23,Shoulders/Arms,Cable crunch,3,16,75,,Cable Crunch,
2024-11-23,Shoulders/Arms,DB Lateral Raises,1,8,15,,Dumbbell Lateral Raises,
2024-11-23,Shoulders/Arms,DB Lateral Raises,2,9,20,,Dumbbell Lateral Raises,
2024-11-23,Shoulders/Arms,DB Lateral Raises,3,9,30,,Dumbbell Lateral Raises,
2024-11-23,Shoulders/Arms,Machine preacher curl,1,10,35,,Machine Preacher Curl,
2024-11-23,Shoulders/Arms,Machine preacher curl,2,11,50,,Machine Preacher Curl,
2024-11-23,Shoulders/Arms,Machine Rear Delt Fly,1,12,20,,Machine Rear Delt Fly,
2024-11-23,Shoulders/Arms,Machine Rear Delt Fly,2,12,30,,Machine Rear Delt Fly,
2024-11-23,Shoulders/Arms,Machine Rear Delt Fly,3,12,30,,Machine Rear Delt Fly,
2024-11-23,Shoulders/Arms,Single arm cable tricep pushdown,1,10,20,,Single Arm Cable Tricep Pushdown,
2024-11-23,Shoulders/Arms,Single arm cable tricep pushdown,2,10,20,,Single Arm Cable Tricep Pushdown,
2024-11-23,Shoulders/Arms,Single arm cable tricep pushdown,3,11,20,,Single Arm Cable Tricep Pushdown,
2024-11-23,Shoulders/Arms,Smith machine shoulder press,1,8,75,,Smith Machine Shoulder Press,
2024-11-23,Shoulders/Arms,Smith machine shoulder press,2,8,95,,Smith Machine Shoulder Press,
2024-11-23,Shoulders/Arms,Smith machine shoulder press,3,8,115,,Smith Machine Shoulder Press,
2024-11-23,Shoulders/Arms,Smith machine shoulder press,4,8,125,,Smith Machine Shoulder Press,
2024-11-23,Shoulders/Arms,Tricep Extension Machine,1,10,60,,Tricep Extension Machine,
2024-11-23,Shoulders/Arms,Tricep Extension Machine,2,10,90,,Tricep Extension Machine,
2024-11-28,Legs 2,Cable Step-Ups,1,10,25,,Cable Step-ups,
2024-11-28,Legs 2,Cable Step-Ups,2,10,35,,Cable Step-ups,
2024-11-28,Legs 2,Cable Step-Ups,3,10,45,,Cable Step-ups,
2024-11-28,Legs 2,Dumbbell Split Squat,1,8,20,,Dumbbell Split Squat,
2024-11-28,Legs 2,Dumbbell Split Squat,2,8,25,,Dumbbell Split Squat,
2024-11-28,Legs 2,Dumbbell Split Squat,3,9,30,,Dumbbell Split Squat,
2024-11-28,Legs 2,Single Leg Extension,1,10,30,,Single Leg Extension,
2024-11-28,Legs 2,Single Leg Extension,2,10,50,,Single Leg Extension,
2024-11-28,Legs 2,Single Leg Extension,3,11,60,,Single Leg Extension,
2024-11-28,Legs 2,Single Leg RDL,1,10,40,,Single Leg Romanian Deadlift,
2024-11-28,Legs 2,Single Leg RDL,2,10,60,,Single Leg Romanian Deadlift,
2024-11-28,Legs 2,Smith machine squat,1,8,95,,Smith Machine Squat,
2024-11-28,Legs 2,Smith machine squat,2,8,115,,Smith Machine Squat,
2024-11-28,Legs 2,Smith machine squat,3,9,125,,Smith Machine Squat,
2024-11-29,Push,Cable crunch,1,15,65,,Cable Crunch,
2024-11-29,Push,Cable crunch,2,15,75,,Cable Crunch,
2024-11-29,Push,Cable crunch,3,16,75,,Cable Crunch,
2024-11-29,Push,Egyptian Lateral Raise,1,10,10,,Egyptian Lateral Raise,
2024-11-29,Push,Egyptian Lateral Raise,2,10,10,,Egyptian Lateral Raise,
2024-11-29,Push,Egyptian Lateral Raise,3,10,15,,Egyptian Lateral Raise,
2024-11-29,Push,Machine chest fly,1,12,30,,Machine Chest Fly,
2024-11-29,Push,Machine chest fly,2,12,35,,Machine Chest Fly,
2024-11-29,Push,Machine chest fly,3,12,40,,Machine Chest Fly,
2024-11-29,Push,Machine Chest Press,1,12,90,,Machine Chest Press,
2024-11-29,Push,Machine Chest Press,2,12,110,,Machine Chest Press,
2024-11-29,Push,Machine Chest Press,3,12,110,,Machine Chest Press,
2024-11-29,Push,Machine incline chest-press,1,8,90,,Machine Incline Chest-press,
2024-11-29,Push,Machine incline chest-press,2,8,110,,Machine Incline Chest-press,
2024-11-29,Push,Machine incline chest-press,3,8,130,,Machine Incline Chest-press,
2024-11-29,Push,Tricep overhead rope extension,1,10,30,,Tricep Overhead Rope Extension,
2024-11-29,Push,Tricep overhead rope extension,2,10,40,,Tricep Overhead Rope Extension,
2024-11-29,Push,Tricep overhead rope extension,3,10,50,,Tricep Overhead Rope Extension,
2024-11-29,Push,Upper body warmup,1,10,10,,Upper Body Warmup,
2024-11-30,Shoulders/Arms,Bayesian Biceps cable curl,1,10,20,,Bayesian Biceps Cable Curl,
2024-11-30,Shoulders/Arms,Bayesian Biceps cable curl,2,10,25,,Bayesian Biceps Cable Curl,
2024-11-30,Shoulders/Arms,Bayesian Biceps cable curl,3,10,30,,Bayesian Biceps Cable Curl,
2024-11-30,Shoulders/Arms,Cable crunch,1,15,65,,Cable Crunch,
2024-11-30,Shoulders/Arms,Cable crunch,2,15,75,,Cable Crunch,
2024-11-30,Shoulders/Arms,Cable crunch,3,16,75,,Cable Crunch,
2024-11-30,Shoulders/Arms,DB Lateral Raises,1,8,15,,Dumbbell Lateral Raises,
2024-11-30,Shoulders/Arms,DB Lateral Raises,2,9,20,,Dumbbell Lateral Raises,
2024-11-30,Shoulders/Arms,DB Lateral Raises,3,9,30,,Dumbbell Lateral Raises,
2024-11-30,Shoulders/Arms,Machine preacher curl,1,10,40,,Machine Preacher Curl,
2024-11-30,Shoulders/Arms,Machine preacher curl,2,11,50,,Machine Preacher Curl,
2024-11-30,Shoulders/Arms,Machine Rear Delt Fly,1,12,20,,Machine Rear Delt Fly,
2024-11-30,Shoulders/Arms,Machine Rear Delt Fly,2,12,30,,Machine Rear Delt Fly,
2024-11-30,Shoulders/Arms,Machine Rear Delt Fly,3,12,35,,Machine Rear Delt Fly,
2024-11-30,Shoulders/Arms,Single arm cable tricep pushdown,1,10,20,,Single Arm Cable Tricep Pushdown,
2024-11-30,Shoulders/Arms,Single arm cable tricep pushdown,2,10,20,,Single Arm Cable Tricep Pushdown,
2024-11-30,Shoulders/Arms,Single arm cable tricep pushdown,3,11,20,,Single Arm Cable Tricep Pushdown,
2024-11-30,Shoulders/Arms,Smith machine shoulder press,1,8,75,,Smith Machine Shoulder Press,
2024-11-30,Shoulders/Arms,Smith machine shoulder press,2,8,95,,Smith Machine Shoulder Press,
2024-11-30,Shoulders/Arms,Smith machine shoulder press,3,8,115,,Smith Machine Shoulder Press,
2024-11-30,Shoulders/Arms,Smith machine shoulder press,4,8,125,,Smith Machine Shoulder Press,
2024-11-30,Shoulders/Arms,Tricep Extension Machine,1,10,60,,Tricep Extension Machine,
2024-11-30,Shoulders/Arms,Tricep Extension Machine,2,11,90,,Tricep Extension Machine,
2024-12-05,Legs 2,Cable Step-Ups,1,10,25,,Cable Step-ups,
2024-12-05,Legs 2,Cable Step-Ups,2,10,35,,Cable Step-ups,
2024-12-05,Legs 2,Cable Step-Ups,3,10,45,,Cable Step-ups,
2024-12-05,Legs 2,Dumbbell Split Squat,1,8,20,,Dumbbell Split Squat,
2024-12-05,Legs 2,Dumbbell Split Squat,2,8,25,,Dumbbell Split Squat,
2024-12-05,Legs 2,Dumbbell Split Squat,3,8,35,,Dumbbell Split Squat,
2024-12-05,Legs 2,Single Leg Extension,1,10,40,,Single Leg Extension,
2024-12-05,Legs 2,Single Leg Extension,2,10,50,,Single Leg Extension,
2024-12-05,Legs 2,Single Leg Extension,3,10,60,,Single Leg Extension,
2024-12-05,Legs 2,Single Leg RDL,1,10,40,,Single Leg Romanian Deadlift,
2024-12-05,Legs 2,Single Leg RDL,2,10,60,,Single Leg Romanian Deadlift,
2024-12-05,Legs 2,Smith machine squat,1,8,95,,Smith Machine Squat,
2024-12-05,Legs 2,Smith machine squat,2,8,115,,Smith Machine Squat,
2024-12-05,Legs 2,Smith machine squat,3,8,135,,Smith Machine Squat,
2024-12-06,Push,Cable crunch,1,15,65,,Cable Crunch,
2024-12-06,Push,Cable crunch,2,15,75,,Cable Crunch,
2024-12-06,Push,Cable crunch,3,15,80,,Cable Crunch,
2024-12-06,Push,Egyptian Lateral Raise,1,10,10,,Egyptian Lateral Raise,
2024-12-06,Push,Egyptian Lateral Raise,2,10,10,,Egyptian Lateral Raise,
2024-12-06,Push,Egyptian Lateral Raise,3,10,10,,Egyptian Lateral Raise,
2024-12-06,Push,Machine chest fly,1,12,30,,Machine Chest Fly,
2024-12-06,Push,Machine chest fly,2,12,35,,Machine Chest Fly,
2024-12-06,Push,Machine chest fly,3,12,40,,Machine Chest Fly,
2024-12-06,Push,Machine Chest Press,1,12,90,,Machine Chest Press,
2024-12-06,Push,Machine Chest Press,2,12,110,,Machine Chest Press,
2024-12-06,Push,Machine Chest Press,3,12,110,,Machine Chest Press,
2024-12-06,Push,Machine incline chest-press,1,8,90,,Machine Incline Chest-press,
2024-12-06,Push,Machine incline chest-press,2,8,110,,Machine Incline Chest-press,
2024-12-06,Push,Machine incline chest-press,3,8,130,,Machine Incline Chest-press,
2024-12-06,Push,Machine incline chest-press,4,8,130,,Machine Incline Chest-press,
2024-12-06,Push,Tricep overhead rope extension,1,10,30,,Tricep Overhead Rope Extension,
2024-12-06,Push,Tricep overhead rope extension,2,10,40,,Tricep Overhead Rope Extension,
2024-12-06,Push,Tricep overhead rope extension,3,10,45,,Tricep Overhead Rope Extension,
2024-12-12,Legs 2,Cable Step-Ups,1,10,30,,Cable Step-ups,
2024-12-12,Legs 2,Cable Step-Ups,2,10,40,,Cable Step-ups,
2024-12-12,Legs 2,Cable Step-Ups,3,10,50,,Cable Step-ups,
2024-12-12,Legs 2,Dumbbell Split Squat,1,8,20,,Dumbbell Split Squat,
2024-12-12,Legs 2,Dumbbell Split Squat,2,8,25,,Dumbbell Split Squat,
2024-12-12,Legs 2,Dumbbell Split Squat,3,8,35,,Dumbbell Split Squat,
2024-12-12,Legs 2,Single Leg Extension,1,10,40,,Single Leg Extension,
2024-12-12,Legs 2,Single Leg Extension,2,10,50,,Single Leg Extension,
2024-12-12,Legs 2,Single Leg Extension,3,10,60,,Single Leg Extension,
2024-12-12,Legs 2,Single Leg RDL,1,10,40,,Single Leg Romanian Deadlift,
2024-12-12,Legs 2,Single Leg RDL,2,11,60,,Single Leg Romanian Deadlift,
2024-12-12,Legs 2,Smith machine squat,1,8,95,,Smith Machine Squat,
2024-12-12,Legs 2,Smith machine squat,2,8,115,,Smith Machine Squat,
2024-12-12,Legs 2,Smith machine squat,3,8,135,,Smith Machine Squat,
2024-12-13,Push,Cable crunch,1,15,70,,Cable Crunch,
2024-12-13,Push,Cable crunch,2,15,75,,Cable Crunch,
2024-12-13,Push,Cable crunch,3,15,85,,Cable Crunch,
2024-12-13,Push,Egyptian Lateral Raise,1,10,10,,Egyptian Lateral Raise,
2024-12-13,Push,Egyptian Lateral Raise,2,10,10,,Egyptian Lateral Raise,
2024-12-13,Push,Egyptian Lateral Raise,3,10,15,,Egyptian Lateral Raise,
2024-12-13,Push,Machine chest fly,1,12,35,,Machine Chest Fly,
2024-12-13,Push,Machine chest fly,2,12,35,,Machine Chest Fly,
2024-12-13,Push,Machine chest fly,3,12,40,,Machine Chest Fly,
2024-12-13,Push,Machine Chest Press,1,12,90,,Machine Chest Press,
2024-12-13,Push,Machine Chest Press,2,12,110,,Machine Chest Press,
2024-12-13,Push,Machine Chest Press,3,12,110,,Machine Chest Press,
2024-12-13,Push,Machine incline chest-press,1,8,90,,Machine Incline Chest-press,
2024-12-13,Push,Machine incline chest-press,2,8,115,,Machine Incline Chest-press,
2024-12-13,Push,Machine incline chest-press,3,8,130,,Machine Incline Chest-press,
2024-12-13,Push,Machine incline chest-press,4,8,130,,Machine Incline Chest-press,
2024-12-13,Push,Tricep overhead rope extension,1,10,30,,Tricep Overhead Rope Extension,
2024-12-13,Push,Tricep overhead rope extension,2,10,40,,Tricep Overhead Rope Extension,
2024-12-13,Push,Tricep overhead rope extension,3,11,45,,Tricep Overhead Rope Extension,
2024-12-13,Push,Upper body warmup,1,10,10,,Upper Body Warmup,
2024-12-14,Shoulders/Arms,Bayesian Biceps cable curl,1,10,25,,Bayesian Biceps Cable Curl,
2024-12-14,Shoulders/Arms,Bayesian Biceps cable curl,2,11,25,,Bayesian Biceps Cable Curl,
2024-12-14,Shoulders/Arms,Bayesian Biceps cable curl,3,10,30,,Bayesian Biceps Cable Curl,
2024-12-14,Shoulders/Arms,Cable crunch,1,15,70,,Cable Crunch,
2024-12-14,Shoulders/Arms,Cable crunch,2,15,80,,Cable Crunch,
2024-12-14,Shoulders/Arms,Cable crunch,3,15,90,,Cable Crunch,
2024-12-14,Shoulders/Arms,DB Lateral Raises,1,8,20,,Dumbbell Lateral Raises,
2024-12-14,Shoulders/Arms,DB Lateral Raises,2,8,25,,Dumbbell Lateral Raises,
2024-12-14,Shoulders/Arms,DB Lateral Raises,3,9,30,,Dumbbell Lateral Raises,
2024-12-14,Shoulders/Arms,Machine preacher curl,1,10,45,,Machine Preacher Curl,
2024-12-14,Shoulders/Arms,Machine preacher curl,2,11,55,,Machine Preacher Curl,
2024-12-14,Shoulders/Arms,Machine Rear Delt Fly,1,12,20,,Machine Rear Delt Fly,
2024-12-14,Shoulders/Arms,Machine Rear Delt Fly,2,12,30,,Machine Rear Delt Fly,
2024-12-14,Shoulders/Arms,Machine Rear Delt Fly,3,12,40,,Machine Rear Delt Fly,
2024-12-14,Shoulders/Arms,Single arm cable tricep pushdown,1,10,20,,Single Arm Cable Tricep Pushdown,
2024-12-14,Shoulders/Arms,Single arm cable tricep pushdown,2,10,20,,Single Arm Cable Tricep Pushdown,
2024-12-14,Shoulders/Arms,Single arm cable tricep pushdown,3,11,20,,Single Arm Cable Tricep Pushdown,
2024-12-14,Shoulders/Arms,Smith machine shoulder press,1,8,75,,Smith Machine Shoulder Press,
2024-12-14,Shoulders/Arms,Smith machine shoulder press,2,8,95,,Smith Machine Shoulder Press,
2024-12-14,Shoulders/Arms,Smith machine shoulder press,3,8,115,,Smith Machine Shoulder Press,
2024-12-14,Shoulders/Arms,Smith machine shoulder press,4,8,130,,Smith Machine Shoulder Press,
2024-12-14,Shoulders/Arms,Tricep Extension Machine,1,10,70,,Tricep Extension Machine,
2024-12-14,Shoulders/Arms,Tricep Extension Machine,2,10,100,,Tricep Extension Machine,
2024-12-19,Legs 2,Cable Step-Ups,1,10,30,,Cable Step-ups,
2024-12-19,Legs 2,Cable Step-Ups,2,10,40,,Cable Step-ups,
2024-12-19,Legs 2,Cable Step-Ups,3,10,50,,Cable Step-ups,
2024-12-19,Legs 2,Dumbbell Split Squat,1,8,20,,Dumbbell Split Squat,
2024-12-19,Legs 2,Dumbbell Split Squat,2,8,25,,Dumbbell Split Squat,
2024-12-19,Legs 2,Single Leg Extension,1,10,40,,Single Leg Extension,
2024-12-19,Legs 2,Single Leg Extension,2,10,50,,Single Leg Extension,
2024-12-19,Legs 2,Single Leg Extension,3,10,60,,Single Leg Extension,
2024-12-19,Legs 2,Single Leg RDL,1,10,40,,Single Leg Romanian Deadlift,
2024-12-19,Legs 2,Single Leg RDL,2,11,60,,Single Leg Romanian Deadlift,
2024-12-19,Legs 2,Smith machine squat,1,8,95,,Smith Machine Squat,
2024-12-19,Legs 2,Smith machine squat,2,8,115,,Smith Machine Squat,
2024-12-19,Legs 2,Smith machine squat,3,8,135,,Smith Machine Squat,
2024-12-20,Push,Cable crunch,1,15,70,,Cable Crunch,
2024-12-20,Push,Cable crunch,2,15,80,,Cable Crunch,
2024-12-20,Push,Cable crunch,3,15,90,,Cable Crunch,
2024-12-20,Push,Egyptian Lateral Raise,1,10,10,,Egyptian Lateral Raise,
2024-12-20,Push,Egyptian Lateral Raise,2,10,10,,Egyptian Lateral Raise,
2024-12-20,Push,Egyptian Lateral Raise,3,10,15,,Egyptian Lateral Raise,
2024-12-20,Push,Machine chest fly,1,12,30,,Machine Chest Fly,
2024-12-20,Push,Machine chest fly,2,12,35,,Machine Chest Fly,
2024-12-20,Push,Machine chest fly,3,12,40,,Machine Chest Fly,
2024-12-20,Push,Machine Chest Press,1,12,90,,Machine Chest Press,
2024-12-20,Push,Machine Chest Press,2,12,110,,Machine Chest Press,
2024-12-20,Push,Machine Chest Press,3,12,110,,Machine Chest Press,
2024-12-20,Push,Machine incline chest-press,1,8,90,,Machine Incline Chest-press,
2024-12-20,Push,Machine incline chest-press,2,8,110,,Machine Incline Chest-press,
2024-12-20,Push,Machine incline chest-press,3,8,120,,Machine Incline Chest-press,
2024-12-20,Push,Tricep overhead rope extension,1,10,30,,Tricep Overhead Rope Extension,
2024-12-20,Push,Tricep overhead rope extension,2,10,40,,Tricep Overhead Rope Extension,
2024-12-20,Push,Tricep overhead rope extension,3,10,45,,Tricep Overhead Rope Extension,
2024-12-20,Push,Upper body warmup,1,10,10,,Upper Body Warmup,
2024-12-21,Shoulders/Arms,Bayesian Biceps cable curl,1,10,25,,Bayesian Biceps Cable Curl,
2024-12-21,Shoulders/Arms,Bayesian Biceps cable curl,2,11,25,,Bayesian Biceps Cable Curl,
2024-12-21,Shoulders/Arms,Bayesian Biceps cable curl,3,10,30,,Bayesian Biceps Cable Curl,
2024-12-21,Shoulders/Arms,Cable crunch,1,15,70,,Cable Crunch,
2024-12-21,Shoulders/Arms,Cable crunch,2,15,80,,Cable Crunch,
2024-12-21,Shoulders/Arms,Cable crunch,3,15,90,,Cable Crunch,
2024-12-21,Shoulders/Arms,DB Lateral Raises,1,8,20,,Dumbbell Lateral Raises,
2024-12-21,Shoulders/Arms,DB Lateral Raises,2,8,25,,Dumbbell Lateral Raises,
2024-12-21,Shoulders/Arms,DB Lateral Raises,3,9,30,,Dumbbell Lateral Raises,
2024-12-21,Shoulders/Arms,Machine preacher curl,1,10,45,,Machine Preacher Curl,
2024-12-21,Shoulders/Arms,Machine preacher curl,2,11,55,,Machine Preacher Curl,
2024-12-21,Shoulders/Arms,Machine Rear Delt Fly,1,12,20,,Machine Rear Delt Fly,
2024-12-21,Shoulders/Arms,Machine Rear Delt Fly,2,12,30,,Machine Rear Delt Fly,
2024-12-21,Shoulders/Arms,Machine Rear Delt Fly,3,12,40,,Machine Rear Delt Fly,
2024-12-21,Shoulders/Arms,Single arm cable tricep pushdown,1,10,20,,Single Arm Cable Tricep Pushdown,
2024-12-21,Shoulders/Arms,Single arm cable tricep pushdown,2,10,20,,Single Arm Cable Tricep Pushdown,
2024-12-21,Shoulders/Arms,Single arm cable tricep pushdown,3,11,20,,Single Arm Cable Tricep Pushdown,
2024-12-21,Shoulders/Arms,Smith machine shoulder press,1,8,75,,Smith Machine Shoulder Press,
2024-12-21,Shoulders/Arms,Smith machine shoulder press,2,8,95,,Smith Machine Shoulder Press,
2024-12-21,Shoulders/Arms,Smith machine shoulder press,3,8,115,,Smith Machine Shoulder Press,
2024-12-21,Shoulders/Arms,Tricep Extension Machine,1,10,70,,Tricep Extension Machine,
2024-12-21,Shoulders/Arms,Tricep Extension Machine,2,11,10,,Tricep Extension Machine,
2024-12-26,Legs 2,Cable Step-Ups,1,10,30,,Cable Step-ups,
2024-12-26,Legs 2,Cable Step-Ups,2,10,40,,Cable Step-ups,
2024-12-26,Legs 2,Cable Step-Ups,3,10,50,,Cable Step-ups,
2024-12-26,Legs 2,Dumbbell Split Squat,1,8,20,,Dumbbell Split Squat,
2024-12-26,Legs 2,Dumbbell Split Squat,2,8,25,,Dumbbell Split Squat,
2024-12-26,Legs 2,Single Leg Extension,1,10,40,,Single Leg Extension,
2024-12-26,Legs 2,Single Leg Extension,2,10,50,,Single Leg Extension,
2024-12-26,Legs 2,Single Leg Extension,3,10,60,,Single Leg Extension,
2024-12-26,Legs 2,Single Leg RDL,1,10,40,,Single Leg Romanian Deadlift,
2024-12-26,Legs 2,Single Leg RDL,2,11,60,,Single Leg Romanian Deadlift,
2024-12-26,Legs 2,Smith machine squat,1,8,95,,Smith Machine Squat,
2024-12-26,Legs 2,Smith machine squat,2,8,115,,Smith Machine Squat,
2024-12-26,Legs 2,Smith machine squat,3,8,135,,Smith Machine Squat,
2024-12-27,Push,Cable crunch,1,15,70,,Cable Crunch,
2024-12-27,Push,Cable crunch,2,15,80,,Cable Crunch,
2024-12-27,Push,Cable crunch,3,15,95,,Cable Crunch,
2024-12-27,Push,Egyptian Lateral Raise,1,10,10,,Egyptian Lateral Raise,
2024-12-27,Push,Egyptian Lateral Raise,2,10,15,,Egyptian Lateral Raise,
2024-12-27,Push,Egyptian Lateral Raise,3,11,15,,Egyptian Lateral Raise,
2024-12-27,Push,Machine chest fly,1,12,30,,Machine Chest Fly,
2024-12-27,Push,Machine chest fly,2,12,35,,Machine Chest Fly,
2024-12-27,Push,Machine chest fly,3,12,40,,Machine Chest Fly,
2024-12-27,Push,Machine Chest Press,1,12,90,,Machine Chest Press,
2024-12-27,Push,Machine Chest Press,2,12,110,,Machine Chest Press,
2024-12-27,Push,Machine Chest Press,3,12,115,,Machine Chest Press,
2024-12-27,Push,Machine incline chest-press,1,8,90,,Machine Incline Chest-press,
2024-12-27,Push,Machine incline chest-press,2,8,110,,Machine Incline Chest-press,
2024-12-27,Push,Machine incline chest-press,3,8,125,,Machine Incline Chest-press,
2024-12-27,Push,Tricep overhead rope extension,1,10,30,,Tricep Overhead Rope Extension,
2024-12-27,Push,Tricep overhead rope extension,2,10,40,,Tricep Overhead Rope Extension,
2024-12-27,Push,Tricep overhead rope extension,3,10,50,,Tricep Overhead Rope Extension,
2024-12-27,Push,Upper body warmup,1,10,10,,Upper Body Warmup,
2024-12-28,Shoulders/Arms,Bayesian Biceps cable curl,1,10,25,,Bayesian Biceps Cable Curl,
2024-12-28,Shoulders/Arms,Bayesian Biceps cable curl,2,11,25,,Bayesian Biceps Cable Curl,
2024-12-28,Shoulders/Arms,Bayesian Biceps cable curl,3,11,25,,Bayesian Biceps Cable Curl,
2024-12-28,Shoulders/Arms,Cable crunch,1,15,75,,Cable Crunch,
2024-12-28,Shoulders/Arms,Cable crunch,2,15,85,,Cable Crunch,
2024-12-28,Shoulders/Arms,Cable crunch,3,15,95,,Cable Crunch,
2024-12-28,Shoulders/Arms,DB Lateral Raises,1,8,20,,Dumbbell Lateral Raises,
2024-12-28,Shoulders/Arms,DB Lateral Raises,2,8,30,,Dumbbell Lateral Raises,
2024-12-28,Shoulders/Arms,DB Lateral Raises,3,8,35,,Dumbbell Lateral Raises,
2024-12-28,Shoulders/Arms,Machine preacher curl,1,11,45,,Machine Preacher Curl,
